,n_/devices/modules/Cisco-IOS-XE-bgp-oper/bgp-state-data/address-families/address-family/activities/prefixes,n_/devices/modules/Cisco-IOS-XE-bgp-oper/bgp-state-data/neighbors/neighbor/prefix-activity/sent/current-prefixes,v_/ports#link-tr-ssm-b-1-y/metrics/network-outgoing-bytes,n_/devices/modules/Cisco-IOS-XE-bgp-oper/bgp-state-data/address-families/address-family/as-path/total-entries,v_/ports#link-intgw-exgw-a-3-x/metrics/network-outgoing-bytes-rate,n_/devices/modules/Cisco-IOS-XE-bgp-oper/bgp-state-data/address-families/address-family/prefixes/total-entries,v_/devices#RR-01/power_state,n_/devices/modules/Cisco-IOS-XE-interfaces-oper/interfaces/interface/diffserv-info/diffserv-target-classifier-stats/queuing-stats/drop-pkts,v_/ports#link-tr-intgw-a-3-x/metrics/network-incoming-bytes,n_/devices/modules/Cisco-IOS-XE-bgp-oper/bgp-state-data/neighbors/neighbor/prefix-activity/sent/explicit-withdraw,p_/computes0/metrics/compute-node/compute-node-cpu-idle-percent,v_/ports#TR-02/metrics/network-outgoing-packets,v_/ports#TR-01/metrics/network-outgoing-packets,v_/ports#link-intgw-exgw-b-1-x/metrics/network-outgoing-bytes-rate,v_/ports#link-tr-intgw-a-2-x/metrics/network-outgoing-bytes
640,1667075,7835,14358249743672,4670,1134427,7835,1,60248158,175154135,5,63,12353580,14864259,1125374,18543602452486
641,1666728,7835,14326227440749,4670,1157225,7835,1,58959503,175043977,6,63,12346137,14855450,1050520,18526523855458
642,1667021,7835,14368683355441,4670,1164513,7835,1,60685674,175203987,6,63,12356041,14867384,923039,18549100901531
643,1667146,7835,14389674344146,4670,1149376,7835,1,61497196,175287236,6,63,12360909,14873214,991756,18560319935733
644,1667034,7835,14379323515207,4670,1158017,7835,1,61058914,175254773,6,63,12358477,14870291,970564,18554858188122
645,1692752,7835,16103082056991,4670,1190152,7835,1,132159297,181398201,6,63,12761436,15352859,1081519,19468168913283
646,1690609,7835,15964792036997,4671,1218995,7835,1,126506235,180856351,7,63,12729441,15314818,233057,19395399844435
647,1690381,7835,15951905584091,4671,1211709,7835,1,125959483,180810952,7,63,12726446,15311226,196615,19388646623341
648,1690012,7835,15930481714817,4671,1204847,7835,1,125071412,180731284,7,63,12721474,15305294,163792,19377367600193
649,1688620,7835,15849960871221,4671,1204710,7835,1,121750490,180428939,7,63,12702743,15282940,149055,19334917219644
650,1692177,7835,16062770016788,3114,572481,7835,1,130315874,181235836,4,63,12751962,15341341,1257702,19447151304428
651,1693827,7835,16189515959910,3120,741141,7835,1,135744855,181743681,4,64,12781402,15376682,1257368,19513326231065
652,1694211,7835,16239057727880,3114,819538,7835,1,137765066,181976105,4,63,12792740,15390218,1257686,19539241455423
653,1694334,7835,16259971065844,3495,1013289,7835,1,138630999,182080185,4,63,12797516,15395940,1257153,19550118532969
654,1694344,7835,16262155104510,3805,983181,7835,1,138719215,182092016,4,63,12798012,15396533,1256825,19551254743261
655,1670000,7835,14646253963028,4670,1143955,7835,1,72115903,176151579,5,63,12420921,14945135,1123514,18696528789347
656,1669439,7835,14608783389559,4670,1184053,7835,1,70659537,176025954,6,63,12412237,14934964,798560,18676453774004
657,1669970,7835,14669367107816,4671,1180548,7835,1,73097209,176254131,7,63,12426399,14951989,640074,18708749815952
658,1670100,7835,14688113588456,4671,1170805,7835,1,73807034,176330214,7,63,12430747,14957177,714617,18718811004505
659,1669735,7835,14658900844059,4671,1176227,7835,1,72593490,176233505,7,63,12423896,14948959,668416,18703317964471
660,1666239,7835,14257249335219,4670,1130369,7835,1,56086509,174799071,5,63,12330019,14835942,1125077,18490034763252
661,1665895,7835,14218413551638,4670,1153008,7835,1,54511650,174662686,6,63,12320994,14825202,1061738,18469375907958
662,1666107,7835,14253709086192,4670,1132457,7835,1,55911576,174797702,6,63,12329182,14835027,1125935,18488160826613
663,1666152,7835,14263252094536,4670,1139760,7835,1,56284258,174837032,6,63,12331389,14837678,1115867,18493263151933
664,1666111,7835,14261378807591,4670,1127543,7835,1,56175970,174835269,6,63,12330929,14837111,1154595,18492313359747
665,1667775,7835,14434898240004,4670,1137201,7835,1,63406479,175421303,5,63,12371483,14885768,1125179,18584281329978
666,1667372,7835,14400854712086,4670,1171799,7835,1,62062006,175304797,6,63,12363586,14876464,929337,18566085443761
667,1667789,7835,14456140329191,4671,1168748,7835,1,64296282,175511683,6,63,12376487,14891986,826676,18595511417881
668,1667896,7835,14474092526050,4670,1159463,7835,1,64982773,175584229,6,63,12380647,14896961,887470,18605129002936
669,1667740,7835,14460471514983,4670,1164887,7835,1,64407452,175541141,6,63,12377449,14893120,863510,18597929582100
670,1669857,7835,14633837133476,4670,1143585,7835,1,71604214,176108847,5,63,12418015,14941646,1123645,18689932247576
671,1669450,7835,14609721743728,4670,1178939,7835,1,70684048,176029313,6,63,12412444,14935192,877137,18676967908768
672,1669838,7835,14657246228742,4671,1181618,7835,1,72598919,176211613,7,63,12423559,14948576,652997,18702309048754
673,1670010,7835,14680254946671,4671,1169153,7835,1,73480464,176302925,7,63,12428904,14954960,737977,18714637111372
674,1669625,7835,14648736927297,4671,1176652,7835,1,72175688,176198043,7,63,12421516,14946100,672695,18697916835198
675,1689747,7835,15896514721969,4670,1179999,7835,1,123646361,180579730,6,63,12713503,15295585,1091757,19359491130523
676,1687055,7835,15752942517736,4671,1214087,7835,1,117801191,180051723,7,63,12680137,15255954,327623,19283583440058
677,1686348,7835,15721018988936,4671,1209127,7835,1,116449311,179948037,7,63,12672683,15247052,200748,19266786378033
678,1686102,7835,15708596804160,4671,1201238,7835,1,115921277,179905806,7,63,12669782,15243574,202501,19260242272502
679,1684530,7835,15623664595174,4671,1201108,7835,1,112417007,179600285,7,63,12649949,15219880,182648,19215325225198
680,1692078,7835,16058336635480,3114,642498,7835,1,130121662,181222890,4,63,12750925,15340106,1257698,19444853000090
681,1693090,7835,16115963452186,3280,920259,7835,1,132773652,181414545,5,64,12764496,15356551,1255836,19474656373516
682,1693974,7835,16210210923758,3135,470825,7835,1,136570233,181846684,4,65,12786148,15382346,1256804,19524195755904
683,1694214,7835,16241747388902,3114,106008,7835,1,137851866,181996438,4,65,12793355,15390939,1257635,19540678672540
684,1694286,7835,16252343591208,3114,91705,7835,1,138295791,182046862,4,66,12795776,15393837,1257531,19546186169098
685,1693634,7835,16179414818269,4670,1191395,7835,1,135302156,181720149,6,63,12779048,15373892,1117891,19508157347518
686,1691844,7835,16046799698906,4671,1221940,7835,1,129873444,181180425,7,63,12748456,15337503,190006,19438563562382
687,1691794,7835,16041870959421,4671,1212603,7835,1,129663771,181160830,7,63,12747314,15336116,211503,19435987302708
688,1691513,7835,16023878300872,4671,1205625,7835,1,128920331,181091815,7,63,12743153,15331155,160293,19426531314104
689,1690360,7835,15952020870154,4671,1206233,7835,1,125957307,180814883,7,63,12726478,15311266,140433,19388722307754
690,1667540,7835,14409884734642,4670,1136357,7835,1,62375851,175334293,5,63,12365639,14878748,1125142,18571003789870
691,1666895,7835,14348379248534,4669,1062195,7835,1,59752286,175125510,5,63,12351206,14861399,1242627,18538403161428
692,1667063,7835,14369167928793,4669,1074578,7835,1,60570479,175202060,5,63,12356010,14867120,1248107,18549512956745
693,1667067,7835,14373676952634,4670,1079196,7835,1,60752708,175222154,5,63,12357069,14868422,1244416,18551908895551
694,1666901,7835,14356747380336,4665,1045067,7835,1,60011034,175166909,5,63,12353079,14863585,1251518,18542985097400
695,1692419,7835,16078053824764,3114,580934,7835,1,130977645,181293268,4,63,12755527,15345622,1257701,19455133649840
696,1693179,7835,16123227366646,3613,980781,7835,1,133078378,181444659,5,64,12766174,15358556,1255061,19478469939607
697,1694145,7835,16230458726441,3114,883929,7835,1,137407437,181936473,4,63,12790768,15387863,1257677,19534764588614
698,1694321,7835,16257392823223,3447,1006954,7835,1,138525696,182066972,4,63,12796930,15395240,1257147,19548778320926
699,1694341,7835,16261616904544,3832,969680,7835,1,138696831,182089401,4,63,12797890,15396387,1256747,19550976158532
700,1666286,7835,14263268978365,4670,1130629,7835,1,56334540,174820348,5,63,12331422,14837629,1125112,18493226057130
701,1665942,7835,14224977493754,4670,1150998,7835,1,54779235,174686149,6,63,12322520,14827035,1075428,18472856840265
702,1666147,7835,14259120390820,4670,1131162,7835,1,56131411,174816947,6,63,12330440,14836536,1135691,18491033175986
703,1666192,7835,14268686158864,4670,1138698,7835,1,56505660,174856321,6,63,12332653,14839196,1124331,18496146751693
704,1666144,7835,14265844617753,4670,1124732,7835,1,56355621,174851177,6,63,12331966,14838352,1165186,18494685617671
705,1672375,7835,14836874929918,4670,1149347,7835,1,79971463,176806614,5,63,12465571,14998713,1121125,18797811016922
706,1671712,7835,14800730815568,4671,1189387,7835,1,78580377,176687560,6,63,12457202,14988963,741797,18778420544285
707,1672078,7835,14844127167016,4671,1188881,7835,1,80309479,176859068,7,63,12467354,15001177,505969,18801601334838
708,1672264,7835,14865674727078,4671,1177381,7835,1,81129765,176944917,7,63,12472361,15007144,592699,18813156739841
709,1671668,7835,14822335051745,4671,1182708,7835,1,79338249,176799253,7,63,12462197,14994961,537175,18790149818887
710,1675313,7835,15042774275182,4670,1154800,7835,1,88457245,177515306,5,63,12513830,15056581,1117831,18907204221943
711,1674300,7835,14991000494669,4671,1195824,7835,1,86432749,177343826,6,63,12501807,15042490,647195,18879504473977
712,1674648,7835,15030757897345,4671,1192890,7835,1,87999624,177505066,7,63,12511103,15053656,437623,18900766483695
713,1674735,7835,15043157768690,4671,1183990,7835,1,88454161,177558341,7,63,12513975,15057069,484258,18907444177724
714,1673952,7835,14991818653821,4671,1186924,7835,1,86331772,177384520,7,63,12501935,15042643,444272,18880191927621
715,1666664,7835,14310073780839,4670,1132571,7835,1,58263104,174985262,5,63,12342337,14850748,1125282,18518045627656
716,1666271,7835,14269508929458,4670,1124324,7835,1,56577654,174845342,6,63,12332869,14839438,1181235,18496498031221
717,1666464,7835,14299444405898,4670,1131581,7835,1,57779166,174958886,6,63,12339823,14847794,1176322,18512433455307
718,1666508,7835,14309893190801,4670,1123823,7835,1,58180053,175002582,6,63,12342244,14850704,1178917,18518019586554
719,1666433,7835,14303072049198,4670,1117800,7835,1,57871328,174982479,6,63,12340627,14848741,1200166,18514446448288
720,1667000,7835,14349692393972,4670,1134132,7835,1,59895606,175124195,5,63,12351583,14861859,1125275,18539062135075
721,1666508,7835,14300412213796,4670,1096597,7835,1,57816724,174955598,5,63,12340047,14848030,1222621,18512919464106
722,1666568,7835,14311819583712,4670,1076768,7835,1,58223024,175002526,5,63,12342647,14851092,1243657,18519070317516
723,1666632,7835,14322103769869,4670,1098686,7835,1,58650945,175041640,5,63,12345050,14854006,1235561,18524529429547
724,1666442,7835,14302165677614,4668,1051584,7835,1,57777655,174976628,5,63,12340360,14848327,1248996,18514016573407
725,1666217,7835,14254432710772,4670,1130249,7835,1,55970450,174789109,5,63,12329362,14835153,1125055,18488541569564
726,1665874,7835,14215626232164,4670,1149468,7835,1,54391942,174652904,6,63,12320340,14824410,1082911,18467904349628
727,1666073,7835,14249035463606,4670,1131193,7835,1,55716923,174780904,6,63,12328090,14833709,1136659,18485686174443
728,1666120,7835,14258942404016,4670,1137145,7835,1,56104065,174821545,6,63,12330381,14836462,1129275,18490980582400
729,1666077,7835,14256580378545,4670,1125234,7835,1,55976173,174817911,6,63,12329807,14835757,1164917,18489771480622
730,1692087,7835,16057310366392,3114,576343,7835,1,130079875,181215618,4,63,12750688,15339813,1257702,19444299606987
731,1692362,7835,16047930692366,3114,473765,7835,1,129851453,181124185,4,63,12748622,15337333,1257706,19439055983115
732,1694101,7835,16221759909586,3114,889925,7835,1,137063671,181890664,4,63,12788785,15385487,1257662,19530203855292
733,1694323,7835,16257597958035,3520,1055726,7835,1,138535555,182067497,4,63,12796977,15395296,1257200,19548882957381
734,1694315,7835,16256009390476,3680,1034304,7835,1,138470384,182059654,4,63,12796616,15394865,1256997,19548057509494
735,1683360,7835,15525283634811,4670,1167639,7835,1,108344847,179207799,6,63,12626856,15191954,1106689,19163229015620
736,1681958,7835,15462941990050,4671,1204499,7835,1,105866475,178995653,7,63,12612371,15174915,533707,19130036286454
737,1681844,7835,15469787304537,4671,1200941,7835,1,106090047,179040985,7,63,12613957,15176831,329232,19133782586252
738,1681489,7835,15453747517505,4671,1194864,7835,1,105401049,178990967,7,63,12610194,15172320,313234,19125327960659
739,1680113,7835,15377371021901,4671,1195874,7835,1,102249601,178724542,7,63,12592315,15150937,276185,19084845296190
740,1667365,7835,14390801841835,4670,1135668,7835,1,61589529,175267802,5,63,12361181,14873392,1125202,18560875964416
741,1666790,7835,14335525819506,4670,1078468,7835,1,59240395,175079859,5,63,12348221,14857831,1235745,18531566349181
742,1666876,7835,14348275639834,4669,1068418,7835,1,59708739,175129901,5,63,12351136,14861268,1248096,18538427511040
743,1666938,7835,14358252718796,4670,1089164,7835,1,60127237,175167844,5,63,12353474,14864112,1241652,18543717316565
744,1666723,7835,14336163016729,4664,1039256,7835,1,59162913,175095481,5,63,12348277,14857819,1251607,18532063608366
745,1667162,7835,14368159436072,4670,1134834,7835,1,60656543,175188771,5,63,12355894,14867039,1125243,18548860434368
746,1666569,7835,14308637465259,4670,1070338,7835,1,58128426,174985461,5,63,12341943,14850277,1239074,18517310300867
747,1666597,7835,14314081793766,4663,1044947,7835,1,58287576,175009356,5,63,12343145,14851640,1251973,18520301762717
748,1666686,7835,14326369354173,4669,1073027,7835,1,58806404,175053964,5,63,12346022,14855128,1247994,18526809560185
749,1666480,7835,14304608180194,4645,1016014,7835,1,57857772,174982407,5,63,12340907,14848937,1254097,18515328541474
750,1692446,7835,16079791743558,3114,583285,7835,1,131052968,181299866,4,63,12755932,15346109,1257701,19456041233411
751,1690695,7835,15927419121979,4474,1063980,7835,1,125170167,180623508,5,64,12720914,15304641,1247090,19375117995076
752,1693794,7835,16192143292080,3130,904902,7835,1,135817401,181765980,4,63,12781970,15377359,1257523,19514766516469
753,1694240,7835,16244509791710,3122,477391,7835,1,137985352,182006073,4,65,12793994,15391721,1257291,19542090084577
754,1694293,7835,16253520699093,3114,167303,7835,1,138346211,182051985,4,65,12796042,15394160,1257639,19546794161975
755,1667518,7835,14407485296985,4670,1136234,7835,1,62276912,175325941,5,63,12365078,14878074,1125281,18569730490087
756,1667181,7835,14379473238332,4670,1158441,7835,1,61154711,175230679,6,63,12358569,14870399,1049623,18554768775091
757,1667453,7835,14418403556484,4670,1171133,7835,1,62743061,175378588,6,63,12367663,14881372,855323,18575478925850
758,1667621,7835,14444156900854,4670,1153270,7835,1,63743305,175479299,6,63,12373644,14888534,942231,18589238580393
759,1667452,7835,14428043405120,4670,1164800,7835,1,63072770,175426701,6,63,12369868,14884001,891142,18580712125414
760,1666701,7835,14314500468117,4670,1132734,7835,1,58445481,175000815,5,63,12343370,14851989,1125339,18520393575306
761,1666354,7835,14279659235027,4670,1151707,7835,1,57032563,174880064,6,63,12335267,14842367,1079457,18501839014201
762,1666622,7835,14320071908805,4670,1156953,7835,1,58672192,175032380,6,63,12344682,14853706,1002189,18523323199371
763,1666718,7835,14337705544242,4670,1143555,7835,1,59352456,175103095,6,63,12348767,14858600,1050956,18532747128309
764,1666644,7835,14331259119531,4670,1149884,7835,1,59071601,175084237,6,63,12347246,14856768,1049121,18529360880193
765,1667199,7835,14372317915905,4670,1134979,7835,1,60827887,175203299,5,63,12356865,14868206,1125268,18551067201477
766,1666628,7835,14315773598135,4670,1077501,7835,1,58428296,175010385,5,63,12343613,14852292,1235885,18521088384972
767,1666884,7835,14348872672880,4670,1120798,7835,1,59786168,175131199,5,63,12351319,14861557,1222484,18538690990355
768,1666833,7835,14349504886770,4670,1094421,7835,1,59774762,175141487,6,63,12351453,14861726,1227849,18539066068776
769,1666763,7835,14342083662619,4670,1098734,7835,1,59449476,175117754,5,63,12349696,14859589,1234399,18535170288328
770,1667019,7835,14351942926663,4670,1134207,7835,1,59988322,175132072,5,63,12352108,14862490,1125311,18540256288788
771,1666608,7835,14312388799347,4670,1120384,7835,1,58336401,174996920,6,63,12342863,14851448,1191853,18519242220264
772,1666825,7835,14343845605540,4670,1135163,7835,1,59605735,175115446,6,63,12350180,14860244,1175556,18535989481630
773,1666861,7835,14353969730016,4670,1123488,7835,1,59989009,175158659,6,63,12352526,14863065,1179891,18541408194548
774,1666769,7835,14345232905949,4670,1120027,7835,1,59602434,175131714,6,63,12350460,14860561,1199379,18536818037141
775,1684197,7835,15572719014856,4670,1169013,7835,1,110300071,179378503,6,63,12637950,15205230,1105214,19188353487337
776,1683352,7835,15540818692025,4671,1202692,7835,1,109062507,179273474,7,63,12630579,15196673,595093,19171320009862
777,1683257,7835,15547669956760,4671,1199887,7835,1,109294594,179317223,7,63,12632170,15198597,372865,19175051990987
778,1682623,7835,15516526505522,4671,1196175,7835,1,107991798,179212935,7,63,12624884,15189889,311093,19158591496448
779,1681169,7835,15437122672301,4671,1196882,7835,1,104715674,178934494,7,63,12606306,15167678,267307,19116523392995
780,1666488,7835,14288674530717,4670,1131687,7835,1,57381348,174909976,5,63,12337346,14844749,1125264,18506696899321
781,1666142,7835,14252019141275,4670,1150606,7835,1,55892531,174782249,6,63,12328821,14834613,1081892,18487188533655
782,1666397,7835,14291493237751,4670,1152611,7835,1,57490531,174931214,6,63,12338011,14845675,1031530,18508170660524
783,1666479,7835,14307314501911,4670,1141075,7835,1,58100286,174995041,6,63,12341673,14850063,1072313,18516625954847
784,1666424,7835,14302888112145,4670,1147037,7835,1,57902861,174983255,6,63,12340625,14848800,1069800,18514310656918
785,1673470,7835,14916671182019,4670,1151490,7835,1,83260064,177080875,5,63,12484272,15021142,1119934,18840210062668
786,1672776,7835,14881833072809,4671,1191110,7835,1,81924465,176966948,6,63,12476210,15011773,724294,18821512157487
787,1673131,7835,14923308312191,4671,1190145,7835,1,83570378,177132744,7,63,12485912,15023440,492544,18843678367793
788,1673250,7835,14939052966903,4671,1180539,7835,1,84158218,177198293,7,63,12489565,15027789,547137,18852141568856
789,1672580,7835,14892546420630,4671,1184615,7835,1,82235315,177041722,7,63,12478658,15014718,496098,18827453383953
790,1666618,7835,14304536554079,4670,1132339,7835,1,58034931,174965799,5,63,12341045,14849196,1125300,18515108922929
791,1666270,7835,14268727661846,4670,1154871,7835,1,56587142,174841257,6,63,12332722,14839313,1057827,18496038260210
792,1666536,7835,14309678907481,4670,1144704,7835,1,58227362,174996236,6,63,12342244,14850754,1074682,18517827936625
793,1666592,7835,14321256826391,4670,1144180,7835,1,58673988,175044034,6,63,12344923,14853968,1077566,18524023712904
794,1666533,7835,14317251193563,4670,1137133,7835,1,58479448,175034658,6,63,12343964,14852800,1117616,18521943650315
795,1693661,7835,16182806162330,4670,1134580,7835,1,135419978,181735852,5,63,12779811,15374781,1244582,19509950800628
796,1692351,7835,16078221026743,4671,1221282,7835,1,131164071,181300412,7,63,12755714,15346121,511651,19455072205425
797,1692349,7835,16077019671597,4671,1187279,7835,1,131102873,181295350,7,63,12755442,15345775,687026,19454443521279
798,1692135,7835,16061917643709,4671,1198844,7835,1,130487156,181236108,7,63,12751953,15341619,430818,19446515854316
799,1691217,7835,16003092595737,4671,1203119,7835,1,128063772,181008320,7,63,12738329,15325388,226855,19415596253800
800,1670570,7835,14694639448983,4670,1145371,7835,1,74109837,176317977,5,63,12432251,14958734,1122972,18722235330849
801,1670041,7835,14662601824170,4670,1184272,7835,1,72876914,176211669,6,63,12424836,14950093,805646,18705043521896
802,1670480,7835,14713923385807,4671,1183954,7835,1,74938661,176408377,7,63,12436840,14964534,592927,18732418700166
803,1670655,7835,14736226776169,4671,1172016,7835,1,75789647,176497078,7,63,12442019,14970715,686394,18744376011434
804,1670217,7835,14701686402511,4671,1178367,7835,1,74359429,176381805,7,63,12433920,14961002,630735,18726048385559
805,1666826,7835,14329404278356,4670,1133344,7835,1,59059628,175053120,5,63,12346848,14856169,1125284,18528299095531
806,1666401,7835,14286524705980,4670,1114817,7835,1,57266134,174905895,6,63,12336826,14844182,1200190,18505532602402
807,1666503,7835,14304380731950,4670,1098999,7835,1,57942206,174976803,5,63,12340938,14849079,1228508,18515095784367
808,1666554,7835,14313786066422,4670,1114388,7835,1,58325133,175014048,6,63,12343129,14851731,1216499,18520101655330
809,1666399,7835,14298041411709,4670,1077936,7835,1,57627953,174963706,5,63,12339420,14847234,1239427,18511811183094
810,1666488,7835,14288637267287,4670,1131702,7835,1,57379836,174909844,5,63,12337337,14844739,1125208,18506677034129
811,1666124,7835,14249981181207,4670,1134745,7835,1,55787108,174775704,6,63,12328328,14833994,1151515,18486131784130
812,1666252,7835,14272764905369,4670,1111538,7835,1,56663393,174865395,6,63,12333590,14840281,1203609,18498302065988
813,1666302,7835,14282285228391,4670,1127721,7835,1,57047399,174903428,6,63,12335802,14842951,1185567,18503376501366
814,1666197,7835,14272341024550,4670,1097823,7835,1,56593092,174873578,6,63,12333451,14840094,1221275,18498159311967
815,1692349,7835,16073543536496,3114,576267,7835,1,130782232,181276219,4,63,12754475,15344358,1257701,19452778306832
816,1690548,7835,15917306972378,4459,1064108,7835,1,124760371,180582779,5,64,12718568,15301847,1247217,19369768790661
817,1693037,7835,16124326972545,4246,762992,7835,1,133039411,181475984,5,64,12766392,15358804,1250542,19479191459105
818,1693213,7835,16141832752021,3116,133392,7835,1,133693089,181560756,5,66,12770419,15363536,1256275,19488460832917
819,1693282,7835,16145622762723,3122,73330,7835,1,133844575,181578185,5,66,12771303,15364560,1254456,19490470324904
820,1666741,7835,14319395886212,4670,1132944,7835,1,58647224,175018004,5,63,12344512,14853362,1125294,18522990211553
821,1666326,7835,14276784075012,4670,1117143,7835,1,56868328,174871370,6,63,12334557,14841458,1195811,18500364584269
822,1666517,7835,14305850592055,4670,1128418,7835,1,58036360,174981309,6,63,12341310,14849570,1190225,18515839450603
823,1666552,7835,14315337073039,4670,1119430,7835,1,58398187,175021596,6,63,12343507,14852215,1191721,18520912784544
824,1666471,7835,14307663558356,4670,1112790,7835,1,58053756,174998379,6,63,12341691,14850009,1210957,18516888490073
825,1692154,7835,16061366055684,3114,572880,7835,1,130255173,181230609,4,63,12751634,15340948,1257702,19446417983827
826,1692568,7835,16065245320112,3114,487323,7835,1,130569879,181196946,4,63,12752638,15342149,1257706,19448160613516
827,1692244,7835,16035780582697,3114,604874,7835,1,129382054,181070534,4,63,12745827,15334005,1257704,19432633900998
828,1694109,7835,16223017792092,3114,823094,7835,1,137110369,181897037,4,63,12789070,15385823,1257687,19530865975900
829,1694315,7835,16255921178043,3467,1041411,7835,1,138467092,182058863,4,63,12796595,15394840,1257218,19548011091818
830,1677956,7835,15210185852017,4670,1159142,7835,1,95357203,178095612,5,63,12553068,15103603,1114593,18996107366794
831,1676388,7835,15130298709872,4671,1200793,7835,1,92179778,177826950,7,63,12534467,15081656,558927,18953491613442
832,1676590,7835,15158992890123,4671,1196807,7835,1,93287326,177950920,7,63,12541167,15089698,365113,18968876083319
833,1676689,7835,15170742548077,4671,1187754,7835,1,93719983,178000853,7,63,12543891,15092930,410953,18975196282571
834,1675697,7835,15109526987820,4671,1190366,7835,1,91192633,177791774,7,63,12529540,15075746,370653,18942706112463
835,1666354,7835,14271848939010,4670,1130986,7835,1,56688064,174850649,5,63,12333422,14840033,1125184,18497775068021
836,1666008,7835,14234073266555,4670,1148502,7835,1,55150418,174718615,6,63,12324637,14829576,1091090,18477680580857
837,1666247,7835,14271912011642,4670,1148417,7835,1,56678996,174861694,6,63,12333439,14840169,1060954,18497793084373
838,1666319,7835,14286342554001,4670,1138495,7835,1,57234999,174920193,6,63,12336778,14844169,1093336,18505504869807
839,1666275,7835,14283274829073,4670,1143686,7835,1,57093148,174913187,6,63,12336047,14843288,1092802,18503909989940
840,1666155,7835,14246294630448,4670,1129899,7835,1,55635138,174760306,5,63,12327465,14832873,1124980,18484227518653
841,1665811,7835,14206872524268,4670,1144879,7835,1,54025360,174621872,6,63,12318296,14821943,1105878,18463273281727
842,1665959,7835,14233385566599,4670,1117299,7835,1,55057089,174725298,6,63,12324428,14829283,1180261,18477408093366
843,1666005,7835,14242593724715,4670,1132964,7835,1,55425440,174762371,6,63,12326562,14831853,1161541,18482319948868
844,1665940,7835,14237389786243,4670,1108380,7835,1,55171873,174749023,6,63,12325321,14830338,1202985,18479611162795
845,1692923,7835,16120561952886,3284,907186,7835,1,132777429,181475192,4,63,12765394,15357485,1257529,19477432465218
846,1692431,7835,16056299716705,4530,1055888,7835,1,130304955,181166308,4,63,12750655,15339922,1255572,19443396193139
847,1694326,7835,16258964581331,3182,238611,7835,1,138579145,182078128,4,65,12797288,15395656,1256340,19549612816326
848,1694353,7835,16264485370529,3114,131078,7835,1,138804096,182106374,4,65,12798538,15397152,1257586,19552478360396
849,1694340,7835,16261834088610,3114,79583,7835,1,138690983,182093204,4,65,12797935,15396424,1257673,19551108488245
850,1667714,7835,14428512061558,4670,1137014,7835,1,63143403,175399102,5,63,12369991,14883976,1125076,18580891187498
851,1667062,7835,14367935409221,4669,1062867,7835,1,60555753,175194083,5,63,12355770,14866883,1242629,18548780226198
852,1667319,7835,14398344004785,4670,1097878,7835,1,61790405,175303968,5,63,12362838,14875351,1241399,18564978264185
853,1667265,7835,14398201273202,4670,1086174,7835,1,61765170,175310135,5,63,12362804,14875336,1239028,18564920832145
854,1667136,7835,14385204071298,4669,1070900,7835,1,61195616,175267858,5,63,12359735,14871611,1246816,18558076467191
855,1684282,7835,15577493642909,4670,1169154,7835,1,110496876,179395744,6,63,12639066,15206565,1105063,19190881913203
856,1681970,7835,15465043617776,4671,1207783,7835,1,105961497,179004623,7,63,12612873,15175539,445596,19131142757964
857,1681624,7835,15458610506745,4671,1203548,7835,1,105635638,179002971,7,63,12611350,15173730,268396,19127855599785
858,1681552,7835,15457666202328,4671,1195267,7835,1,105564116,179005573,7,63,12611115,15173426,288067,19127405348331
859,1680186,7835,15381867327086,4671,1196266,7835,1,102436357,178740870,7,63,12593371,15152204,258767,19087229669913
860,1692382,7835,16075643676660,3114,578223,7835,1,130873213,181284148,4,63,12754965,15344947,1257701,19453875101437
861,1690342,7835,15903008525533,4478,1066017,7835,1,124181740,180525420,5,64,12715251,15297892,1246663,19362205384441
862,1692603,7835,16089669750885,4487,807579,7835,1,131626150,181330075,6,64,12758402,15349292,1245275,19460961271012
863,1693532,7835,16163910256079,3114,654512,7835,1,134647000,181637155,4,64,12775470,15369574,1257681,19499970921681
864,1694187,7835,16236543152917,3114,370441,7835,1,137650597,181968171,4,65,12792169,15389528,1257594,19537948683818
865,1693157,7835,16136310326504,4670,1191948,7835,1,133528171,181536461,6,63,12769113,15362028,1084436,19485591591167
866,1691060,7835,15994232973419,4671,1220127,7835,1,127715064,180972109,7,63,12736274,15322973,207286,19410905865683
867,1690733,7835,15974017897102,4671,1213359,7835,1,126870668,180896651,7,63,12731581,15317357,179104,19400292110104
868,1690442,7835,15956586346975,4671,1205565,7835,1,126148079,180831262,7,63,12727540,15312534,153250,19391118561256
869,1689116,7835,15878555831080,4671,1205290,7835,1,122929468,180536400,7,63,12709399,15290887,140539,19350002256177
870,1692154,7835,16063804318712,3114,670828,7835,1,130355614,181245014,4,63,12752199,15341636,1257695,19447718858856
871,1685109,7835,15559433746553,3115,815202,7835,1,109858874,179226005,4,63,12634884,15201241,1257616,19180816751612
872,1693957,7835,16203347312258,3208,726183,7835,1,136309815,181807444,4,64,12784577,15380456,1257017,19520584539409
873,1694335,7835,16260571445905,3128,518993,7835,1,138648423,182085065,4,64,12797651,15396095,1257359,19550440703107
874,1694340,7835,16261790651797,3114,306897,7835,1,138694882,182091861,4,65,12797926,15396421,1257618,19551078120071
875,1666592,7835,14301370055028,4670,1132227,7835,1,57904486,174954662,5,63,12340307,14848308,1125235,18513429429146
