n_/devices/modules/Cisco-IOS-XE-bgp-oper/bgp-state-data/address-families/address-family/activities/prefixes,n_/devices/modules/Cisco-IOS-XE-bgp-oper/bgp-state-data/neighbors/neighbor/prefix-activity/sent/current-prefixes,v_/ports#link-tr-ssm-b-1-y/metrics/network-outgoing-bytes,n_/devices/modules/Cisco-IOS-XE-bgp-oper/bgp-state-data/address-families/address-family/as-path/total-entries,v_/ports#link-intgw-exgw-a-3-x/metrics/network-outgoing-bytes-rate,n_/devices/modules/Cisco-IOS-XE-bgp-oper/bgp-state-data/address-families/address-family/prefixes/total-entries,v_/devices#RR-01/power_state,n_/devices/modules/Cisco-IOS-XE-interfaces-oper/interfaces/interface/diffserv-info/diffserv-target-classifier-stats/queuing-stats/drop-pkts,v_/ports#link-tr-intgw-a-3-x/metrics/network-incoming-bytes,n_/devices/modules/Cisco-IOS-XE-bgp-oper/bgp-state-data/neighbors/neighbor/prefix-activity/sent/explicit-withdraw
1673839,7835,15063179613510.0,4671,1209367.9557313400,7835,1,88616609,177657015.0,7
1673839,7835,15063593370168.0,4671,858654.9760100360,7835,1,88616609,177657904.0,7
1673839,7835,15064006651008.0,4671,642731.4601213690,7835,1,88616609,177658907.0,7
1673839,7835,15064420748032.0,4671,645023.7546845080,7835,1,88616609,177659718.0,7
1673839,7835,15064832307244.0,4671,646131.3598912020,7835,1,88616609,177660529.0,7
1673840,7836,15066871722344.0,4671,1213088.6889952500,7836,1,88671970,177666190.0,7
1673840,7836,15067201833190.0,4671,1206811.1735123200,7836,1,88682209,177667489.0,7
1673840,7836,15067531553246.0,4671,1207175.429067160,7836,1,88692529,177668300.0,7
1673840,7836,15067859914706.0,4671,1213213.6407261900,7836,1,88702756,177669111.0,7
1673840,7836,15068189077120.0,4671,1213213.6407261900,7836,1,88712970,177670134.0,7
1673840,7836,15070136699348.0,4671,1212519.0727999400,7836,1,88772364,177675995.0,7
1673840,7836,15070302473444.0,4671,1093516.7399857600,7836,1,88772364,177677276.0,7
1673840,7836,15070469175850.0,4671,622494.2198190350,7836,1,88772364,177678214.0,7
1673840,7836,15070634629732.0,4671,622494.2198190350,7836,1,88772364,177679474.0,7
1673840,7836,15070801687590.0,4671,621727.6931394090,7836,1,88772364,177680412.0,7
1673840,7836,15072561907330.0,4671,1206944.444722410,7836,1,88820184,177686522.0,7
1673840,7836,15072728070534.0,4671,1211189.8291672500,7836,1,88867701,177687659.0,7
1673840,7836,15072890356362.0,4671,1247825.8218855400,7836,1,88915543,177688568.0,7
1673840,7836,15073055680140.0,4671,1240124.8847352000,7836,1,88958777,177689452.0,7
1673840,7836,15073217737416.0,4671,1252522.1043524800,7836,1,89006796,177690377.0,7
1673840,7836,15073380971870.0,4671,1246631.1674647800,7836,1,89060084,177691364.0,7
1673840,7836,15075278534562.0,4671,1202987.5250116200,7836,1,89142046,177697589.0,7
1673840,7836,15075607492088.0,4671,1201159.6747942900,7836,1,89152614,177698600.0,7
1673840,7836,15075937815296.0,4671,1200387.357837160,7836,1,89163213,177699706.0,7
1673840,7836,15076265981154.0,4671,1209252.6029722800,7836,1,89173793,177700776.0,7
1673840,7836,15076597160050.0,4671,1199019.7380044000,7836,1,89184558,177701714.0,7
1673840,7835,15078390275168.0,4671,1204207.3637141100,7835,1,89242790,177707068.0,8
1673840,7835,15078390275168.0,4671,620771.845328772,7835,1,89242790,177707866.0,8
1673840,7835,15078390275168.0,4671,620771.845328772,7835,1,89242790,177708550.0,8
1673840,7835,15078390275168.0,4671,626003.3515345320,7835,1,89242790,177709234.0,8
1673840,7835,15078390275168.0,4671,621556.6698436920,7835,1,89242790,177710110.0,8
1673841,7836,15080090165866.0,4671,1205420.0643902000,7836,1,89299257,177715464.0,8
1673841,7836,15080419548836.0,4671,1203157.103676370,7836,1,89309912,177716226.0,8
1673841,7836,15080748927000.0,4671,1207627.145083010,7836,1,89320555,177716910.0,8
1673841,7836,15081078161142.0,4671,1207627.145083010,7836,1,89331181,177717708.0,8
1673841,7836,15081408932340.0,4671,1216464.3389550600,7836,1,89341745,177718604.0,8
1686643,7836,15623643181444.0,4671,1212240.5793532000,7836,1,112623554,179364422.0,4
1686643,7836,15623923467648.0,3114,1196371.6478944100,7836,1,112623554,179365233.0,4
1686643,7836,15624205584274.0,3114,1208282.8423731800,7836,1,112623554,179365233.0,4
1686643,7836,15624486515602.0,3114,1215536.690804570,7836,1,112623554,179366969.0,4
1686643,7836,15624766472212.0,3114,1216070.62196721,7836,1,112623554,179367858.0,4
1686643,7836,15627014608040.0,3114,1195825.6769527700,7836,1,112735471,179373931.0,4
1686643,7836,15627294472276.0,3114,1210475.0921962800,7836,1,112810062,179374742.0,4
1686643,7836,15627574881884.0,3114,1207228.5499918600,7836,1,112884548,179375626.0,4
1686643,7836,15627856564524.0,3114,1201689.251969040,7836,1,112916039,179376551.0,4
1686643,7836,15628136141348.0,3114,1246379.5581345000,7836,1,112942020,179377362.0,4
1686643,7836,15630097297982.0,4671,1204079.904150900,7836,1,113091143,179382588.0,4
1686643,7836,15630376297246.0,3114,423642.8933561250,7836,1,113165929,179383399.0,4
1686643,7836,15630659240064.0,3114,0.0,7836,1,113240531,179384603.0,4
1686643,7836,15630937752054.0,3114,0.0,7836,1,113301874,179385468.0,4
1686643,7836,15631219837898.0,3114,0.0,7836,1,113312977,179386279.0,4
1686643,7836,15633252226522.0,4671,1208345.1586474200,7836,1,113420672,179392701.0,5
1686643,7836,15633666673282.0,4671,974919.4555237160,7836,1,113420672,179393590.0,5
1686643,7836,15634079516202.0,4671,647609.3833867040,7836,1,113420672,179393590.0,5
1686643,7836,15634079516202.0,4671,649752.3423471120,7836,1,113420672,179394401.0,5
1686643,7836,15634905219710.0,4671,646991.0136044620,7836,1,113420672,179395212.0,5
1686643,7836,15636959763370.0,4671,1201584.5050052500,7836,1,113472662,179425560.0,6
1686643,7836,15637127609838.0,4671,1076153.1298522400,7836,1,113472662,179426758.0,6
1686643,7836,15637297068006.0,4671,625980.0662091540,7836,1,113472662,179427696.0,6
1686643,7836,15637463944186.0,4671,621794.032306165,7836,1,113472662,179427696.0,6
1686643,7836,15637633268666.0,4671,624078.4865335650,7836,1,113472662,179429759.0,6
1686643,7836,15639440278278.0,4671,1212391.0912362500,7836,1,113520171,179435559.0,6
1686643,7836,15639720580708.0,4671,1201892.1768018500,7836,1,113530381,179448510.0,6
1686643,7836,15639999680284.0,4671,1214100.9929346900,7836,1,113540515,179449321.0,6
1686643,7836,15640278629552.0,4671,1207086.2737516600,7836,1,113550704,179450246.0,6
1686643,7836,15640557743950.0,4671,1204376.6018107800,7836,1,113560994,179451057.0,6
1686643,7836,15640836276072.0,4671,1206057.513467010,7836,1,113571169,179452202.0,6
1686643,7836,15642796792984.0,4671,1210797.2527005500,7836,1,113632464,179503709.0,6
1686643,7836,15643077495124.0,4671,1207650.088248600,7836,1,113642669,179503709.0,6
1686643,7836,15643359262326.0,4671,1203600.4525618700,7836,1,113652821,179505499.0,6
1686643,7836,15643640384542.0,4671,1208306.228235330,7836,1,113662939,179506383.0,6
1686643,7836,15643920869740.0,4671,1214083.6960483900,7836,1,113673194,179507194.0,6
1686643,7836,15645883994928.0,4671,1210621.8858267600,7836,1,113734462,179519611.0,6
1686643,7836,15646163524840.0,4671,1201081.6102907700,7836,1,113744705,179544173.0,6
1686643,7836,15646446528704.0,4671,1207885.4224738800,7836,1,113754889,179591964.0,6
1686643,7836,15646446528704.0,4671,1210145.056371410,7836,1,113765268,179591964.0,6
1686643,7836,15647006700918.0,4671,1206841.5593619700,7836,1,113775478,179631087.0,6
1686643,7836,15649027586632.0,4671,1198124.5233979300,7836,1,113845782,179683695.0,6
1686643,7836,15649442438390.0,4671,1221751.8292750100,7836,1,113894633,179684457.0,6
1686643,7836,15649853731920.0,4671,1255914.6652897200,7836,1,113943644,179685255.0,6
1686643,7836,15650266952564.0,4671,1242689.9333616000,7836,1,113992501,179686009.0,6
1686643,7836,15650681073028.0,4671,1252178.3671230700,7836,1,114041536,179686909.0,6
1686643,7836,15652447982362.0,4671,1208720.3128066600,7836,1,114156054,179691521.0,6
1686643,7836,15652934005372.0,4671,1206100.6022216300,7836,1,114204476,179693589.0,6
1686643,7836,15653102815568.0,4671,1246861.8150453600,7836,1,114252770,179694592.0,6
1686643,7836,15653270111946.0,4671,1250122.3308125300,7836,1,114301174,179695549.0,6
1686643,7836,15653439419948.0,4671,1251196.1363014100,7836,1,114349628,179696433.0,6
1686643,7836,15655554160336.0,4671,1210892.6842527300,7836,1,114481005,179702201.0,6
1686643,7836,15655888345584.0,4671,1210369.363749380,7836,1,114492099,179702201.0,6
1686643,7836,15656222402698.0,4671,1206798.88132163,7836,1,114503140,179702201.0,6
1686643,7836,15656556817942.0,4671,1204563.306917010,7836,1,114514203,179702201.0,6
1686643,7836,15656892840078.0,4671,1203428.5659706400,7836,1,114525336,179702201.0,6
1686643,7836,15658899803240.0,4671,1216231.7085847000,7836,1,114591854,179706625.0,6
1686643,7836,15659233442942.0,4671,1203869.319904100,7836,1,114603019,179708815.0,6
1686643,7836,15659233442942.0,4671,1202539.769272630,7836,1,114613993,179709921.0,6
1686643,7836,15659903129508.0,4671,1208388.7214693800,7836,1,114625076,179710977.0,6
1686643,7836,15660237158576.0,4671,1208737.559486720,7836,1,114636145,179710977.0,6
1686643,7836,15662291897834.0,4671,1201820.2262546400,7836,1,114698461,179717963.0,6
1686643,7836,15662703895928.0,4671,962947.5308011860,7836,1,114698461,179719086.0,6
1686643,7836,15663117659984.0,4671,644546.9660389540,7836,1,114698461,179719897.0,6
1686643,7836,15663530744784.0,4671,648622.3804913250,7836,1,114698461,179720708.0,6
1686643,7836,15663944185036.0,4671,647738.2155644270,7836,1,114698461,179721706.0,6
1686643,7836,15666066740340.0,4671,1211633.6264797300,7836,1,114762987,179726565.0,6
1686643,7836,15666480031164.0,4671,1223202.8293356300,7836,1,114812280,179728386.0,6
1686643,7836,15666891451862.0,4671,1254538.3163713200,7836,1,114861621,179729070.0,6
1686643,7836,15667304765170.0,4671,1237016.1465588900,7836,1,114910991,179729070.0,6
1686643,7836,15667718719242.0,4671,1250750.633951470,7836,1,114960391,179730630.0,6
1686643,7836,15669830415380.0,4671,1203696.0692181100,7836,1,115073147,179736111.0,6
1686643,7836,15670166939086.0,4671,1215288.5446834800,7836,1,115083914,179738061.0,6
1686643,7836,15670503563064.0,4671,1196583.550575790,7836,1,115094497,179738721.0,6
1686643,7836,15670838859174.0,4671,1211073.1440417700,7836,1,115105177,179739451.0,6
1686643,7836,15671176516688.0,4671,1196669.9787434700,7836,1,115115807,179740221.0,6
1686643,7836,15671512707910.0,4671,1208379.8175148400,7836,1,115126450,179740881.0,6
1686643,7835,15673606929652.0,4671,1207352.802101340,7835,1,115182467,179745363.0,7
1686643,7835,15674021325054.0,4671,758474.5993738590,7835,1,115182467,179746923.0,7
1686643,7835,15674433541060.0,4671,645616.4131115390,7835,1,115182467,179747607.0,7
1686643,7835,15674848407234.0,4671,643332.0278283100,7835,1,115182467,179748523.0,7
1686643,7835,15675260513716.0,4671,649287.538099548,7835,1,115182467,179749207.0,7
1686644,7836,15677314643934.0,4671,1207620.0346338800,7836,1,115241714,179754097.0,7
1686644,7836,15677652104094.0,4671,1199309.3656700400,7836,1,115252300,179754859.0,7
1686644,7836,15677988246926.0,4671,1208266.3025989100,7836,1,115262989,179755657.0,7
1686644,7836,15678324679526.0,4671,1204922.440465130,7836,1,115273634,179756341.0,7
1686644,7836,15678662304084.0,4671,1201727.0100372700,7836,1,115284274,179757025.0,7
1686644,7836,15680615066870.0,4671,1207089.8595326300,7836,1,115344813,179762208.0,7
1686644,7836,15680783889022.0,4671,981204.2358188810,7836,1,115344813,179763024.0,7
1686644,7836,15680783889022.0,4671,623392.2900594910,7836,1,115344813,179763024.0,7
1686644,7836,15681119863856.0,4671,625978.5339658930,7836,1,115344813,179765049.0,7
1686644,7836,15681288970018.0,4671,619608.257390112,7836,1,115344813,179765958.0,7
1686644,7836,15683119788378.0,4671,1206146.6713509900,7836,1,115399155,179770381.0,7
1686644,7836,15683286943552.0,4671,1209456.2752780400,7836,1,115447253,179772316.0,7
1686644,7836,15683456437716.0,4671,1246946.0105639000,7836,1,115495157,179773127.0,7
1686644,7836,15683623820120.0,4671,1246374.125172810,7836,1,115543206,179773938.0,7
1686644,7836,15683791453854.0,4671,1247444.1131944900,7836,1,115591097,179774822.0,7
1686644,7836,15685600429462.0,4671,1206708.9329540600,7836,1,115705250,179779979.0,7
1686644,7836,15685936985054.0,4671,1208312.1480458500,7836,1,115715968,179781129.0,7
1686644,7836,15686274031942.0,4671,1202254.470342050,7836,1,115726658,179782367.0,7
1686644,7836,15686610734288.0,4671,1196917.2386814600,7836,1,115737316,179783378.0,7
1686644,7836,15686946806540.0,4671,1203539.6455743900,7836,1,115748003,179784508.0,7
1686644,7836,15687284521130.0,4671,1204240.1933761000,7836,1,115758825,179784508.0,7
1686644,7835,15689049229890.0,4671,1202968.4931921900,7835,1,115816340,179791637.0,8
1686644,7835,15689049229890.0,4671,765575.0639884880,7835,1,115816340,179791637.0,8
1686644,7835,15689049229890.0,4671,621581.8097236300,7835,1,115816340,179793337.0,8
1686644,7835,15689049229890.0,4671,624219.1055024920,7835,1,115816340,179793337.0,8
1686644,7835,15689049229890.0,4671,624594.2097220220,7835,1,115816340,179795127.0,8
1686645,7836,15690890671860.0,4671,1209057.9292106000,7836,1,115875176,179801334.0,8
1686645,7836,15691226168348.0,4671,1199862.3624047500,7836,1,115885858,179802223.0,8
1686645,7836,15691562779496.0,4671,1205549.042241010,7836,1,115896548,179803148.0,8
1686645,7836,15691899919654.0,4671,1202057.2214435800,7836,1,115907229,179803959.0,8
1686645,7836,15692237361274.0,4671,1204447.628012090,7836,1,115917873,179803959.0,8
1694399,7836,16244942522616.0,4671,1215966.265866870,7836,1,137181056,181855961.0,4
1694399,7836,16244942522616.0,3114,1215903.203726070,7836,1,137181056,181856772.0,4
1694399,7836,16245222322344.0,3114,1207888.6040314600,7836,1,137181056,181857697.0,4
1694399,7836,16245501019796.0,3114,1214002.355997550,7836,1,137181056,181858635.0,4
1694399,7836,16245778777278.0,3114,1231513.3277229500,7836,1,137181056,181859446.0,4
1694399,7836,16247675209282.0,4671,1213070.198750100,7836,1,137240432,181864884.0,4
1694399,7836,16248006189422.0,3114,1216631.9414464300,7836,1,137313897,181865695.0,4
1694399,7836,16248284359964.0,3114,1208973.7060333600,7836,1,137387349,181866560.0,4
1694399,7836,16248561397242.0,3114,1209347.2197869600,7836,1,137460800,181867485.0,4
1694399,7836,16248839437998.0,3114,1214975.7896917300,7836,1,137534424,181868369.0,4
1694399,7836,16251061284372.0,4671,1213946.187619370,7836,1,137738754,181874544.0,4
1694399,7836,16251345830080.0,3114,157523.15630911400,7836,1,137811495,181875355.0,4
1694399,7836,16251624969956.0,3114,0.0,7836,1,137884176,181876244.0,4
1694399,7836,16251902592252.0,3114,0.0,7836,1,137956835,181877169.0,4
1694399,7836,16252181534204.0,3114,0.0,7836,1,138029592,181878053.0,4
1694399,7836,16254116051358.0,4671,1215835.1524797900,7836,1,138124463,181884285.0,5
1694399,7836,16254512793418.0,4671,833483.0231817130,7836,1,138124463,181885296.0,5
1694399,7836,16255340069990.0,4671,634065.5550402930,7836,1,138124463,181886221.0,5
1694399,7836,16255340069990.0,4671,630820.0412477890,7836,1,138124463,181887032.0,5
1694399,7836,16255753358858.0,4671,627641.4597462650,7836,1,138124463,181887843.0,5
1694399,7836,16257907738718.0,4671,1210942.3914812200,7836,1,138179378,181893590.0,6
1694399,7836,16258169789020.0,4671,960051.983059712,7836,1,138179378,181894738.0,6
1694399,7836,16258337122884.0,4671,629743.6781321390,7836,1,138179378,181896148.0,6
1694399,7836,16258501072286.0,4671,624796.0061483590,7836,1,138179378,181897086.0,6
1694399,7836,16258669317726.0,4671,623250.3505025400,7836,1,138179378,181898024.0,6
1694399,7836,16260336449920.0,4671,1215268.4092837900,7836,1,138242051,181904065.0,6
1694399,7836,16260659119420.0,4671,1216597.5876697900,7836,1,138254877,181916824.0,6
1694399,7836,16260936768148.0,4671,1208758.4450985600,7836,1,138267588,181917749.0,6
1694399,7836,16261216923512.0,4671,1206938.0819757300,7836,1,138280294,181918560.0,6
1694399,7836,16261496482078.0,4671,1211611.8575095600,7836,1,138292953,181919371.0,6
1694399,7836,16263386899172.0,4671,1199235.5738113500,7836,1,138369361,181937320.0,6
1694399,7836,16263721500538.0,4671,1212944.3431738600,7836,1,138382035,181938245.0,6
1694399,7836,16264000823002.0,4671,1210182.452633460,7836,1,138394761,181946748.0,6
1694399,7836,16264279758734.0,4671,1210649.9701590300,7836,1,138407419,181947693.0,6
1694399,7836,16264559555842.0,4671,1212745.7437323400,7836,1,138420115,181948504.0,6
1694399,7836,16264838774776.0,4671,1213535.8776835300,7836,1,138432874,181949429.0,6
1694399,7836,16266775232230.0,4671,1214329.7447363400,7836,1,138508835,181993956.0,6
1694399,7836,16267066855296.0,4671,1216659.3654642600,7836,1,138521609,182017929.0,6
1694399,7836,16267348323656.0,4671,1210415.4329478600,7836,1,138534484,182018740.0,6
1694399,7836,16267626623006.0,4671,1208380.5598054400,7836,1,138547193,182065775.0,6
1694399,7836,16267907362448.0,4671,1205223.3136770600,7836,1,138559811,182066664.0,6
1694399,7836,16269826702124.0,4671,1206216.2734197000,7836,1,138654693,182157907.0,6
1694399,7836,16270215255918.0,4671,1226864.2547494400,7836,1,138704140,182158954.0,6
1694399,7836,16270630226738.0,4671,1249094.8883890700,7836,1,138753608,182159716.0,6
1694399,7836,16271043492004.0,4671,1250017.9543768400,7836,1,138802854,182160592.0,6
1694399,7836,16271454893726.0,4671,1246368.237432000,7836,1,138852276,182161386.0,6
1694399,7836,16273625511712.0,4671,1216307.5761071500,7836,1,138977230,182166680.0,6
1694399,7836,16273905667062.0,4671,1229685.4792722800,7836,1,139027492,182167677.0,6
1694399,7836,16274074626064.0,4671,1244510.826653360,7836,1,139077525,182168967.0,6
1694399,7836,16274241963130.0,4671,1243616.43996599,7836,1,139127797,182169778.0,6
1694399,7836,16274410090070.0,4671,1244622.0380891600,7836,1,139177804,182170703.0,6
1694399,7836,16276086258508.0,4671,1209648.7387510100,7836,1,139293298,182176399.0,6
1694399,7836,16276424407428.0,4671,1215557.2780973700,7836,1,139305736,182177210.0,6
1694399,7836,16276759947734.0,4671,1216709.1145671300,7836,1,139318099,182177210.0,6
1694399,7836,16277097314048.0,4671,1215476.4139023300,7836,1,139330551,182177210.0,6
1694399,7836,16277433259750.0,4671,1214398.9254730400,7836,1,139342933,182177210.0,6
1694399,7836,16279789010706.0,4671,1212140.6914712400,7836,1,139430047,182181814.0,6
1694399,7836,16280125699666.0,4671,1213577.7940511300,7836,1,139442462,182183030.0,6
1694399,7836,16280462518196.0,4671,1221892.2611899600,7836,1,139454820,182184136.0,6
1694399,7836,16280800373162.0,4671,1220987.668843680,7836,1,139467331,182185128.0,6
1694399,7836,16281136690244.0,4671,1214491.5986008800,7836,1,139479670,182186144.0,6
1694399,7836,16283156488904.0,4671,1217030.7847875200,7836,1,139547140,182192309.0,6
1694399,7836,16283552642726.0,4671,848916.2826599850,7836,1,139547140,182193252.0,6
1694399,7836,16283967949152.0,4671,645357.2693475800,7836,1,139547140,182194311.0,6
1694399,7836,16284379758326.0,4671,641027.1580972050,7836,1,139547140,182195122.0,6
1694399,7836,16284794595040.0,4671,646053.5158157460,7836,1,139547140,182195987.0,6
1694399,7836,16286945131020.0,4671,1223302.7370882300,7836,1,139623665,182201816.0,6
1694399,7836,16287327426676.0,4671,1226495.562496310,7836,1,139672671,182202746.0,6
1694399,7836,16287741330162.0,4671,1247477.1409539400,7836,1,139721636,182203564.0,6
1694399,7836,16288152796782.0,4671,1251313.806907680,7836,1,139770651,182204248.0,6
1694399,7836,16288567375954.0,4671,1241008.5867370900,7836,1,139819630,182205124.0,6
1694399,7836,16290736608464.0,4671,1216241.8643547000,7836,1,139933105,182210357.0,6
1694399,7836,16291069606812.0,4671,1207004.0028012400,7836,1,139945535,182211942.0,6
1694399,7836,16291405098176.0,4671,1211609.9599876900,7836,1,139957785,182213774.0,6
1694399,7836,16291739697788.0,4671,1218276.7083208300,7836,1,139970063,182214544.0,6
1694399,7836,16292073325412.0,4671,1208851.930351910,7836,1,139982275,182215204.0,6
1694399,7836,16294081740742.0,4671,1207763.395255580,7836,1,140055901,182220948.0,6
1694399,7835,16294417978148.0,4671,1217930.6667365900,7835,1,140056313,182221632.0,7
1694399,7835,16294843168510.0,4671,643319.9050231480,7835,1,140056313,182222508.0,7
1694399,7835,16295256414264.0,4671,641066.791663753,7835,1,140056313,182223290.0,7
1694399,7835,16295669694936.0,4671,641300.713802905,7835,1,140056313,182223974.0,7
1694399,7835,16296084215778.0,4671,648099.0154627860,7835,1,140056313,182224862.0,7
1694400,7836,16298197866868.0,4671,1206904.9368246100,7836,1,140126890,182229354.0,7
1694400,7836,16298533337984.0,4671,1216234.8791175100,7836,1,140139163,182230606.0,7
1694400,7836,16298867638730.0,4671,1215467.0640050500,7836,1,140151495,182231290.0,7
1694400,7836,16299202201884.0,4671,1212790.917155700,7836,1,140163866,182231974.0,7
1694400,7836,16299536726400.0,4671,1214738.30635656,7836,1,140176140,182232658.0,7
1694400,7836,16301543212332.0,4671,1210872.668575070,7836,1,140243372,182237442.0,7
1694400,7836,16301782808970.0,4671,880026.3673787700,7836,1,140243372,182238374.0,7
1694400,7836,16301947474626.0,4671,621681.0495670650,7836,1,140243372,182239565.0,7
1694400,7836,16302114331212.0,4671,627469.0382710680,7836,1,140243372,182240547.0,7
1694400,7836,16302281212512.0,4671,626144.16916733,7836,1,140243372,182241358.0,7
1694400,7836,16304597175208.0,4671,1249033.6701406700,7836,1,140418531,182249364.0,7
1694400,7836,16304597175208.0,4671,1249033.6701406700,7836,1,140468509,182249364.0,7
1694400,7836,16304934343734.0,4671,1253506.9191035800,7836,1,140518506,182250265.0,7
1694400,7836,16306426171242.0,4671,1207036.8232821900,7836,1,140636631,182255593.0,7
1694400,7836,16306761112592.0,4671,1216503.7334205900,7836,1,140649314,182256577.0,7
1694400,7836,16307096305790.0,4671,1206079.094048690,7836,1,140662056,182257649.0,7
1694400,7836,16307431129358.0,4671,1211552.8648603400,7836,1,140674826,182258587.0,7
1694400,7836,16307764820276.0,4671,1203909.3986271700,7836,1,140687609,182259643.0,7
1694400,7835,16310107922106.0,4671,1214148.5305283600,7835,1,140765489,182266725.0,8
1694400,7835,16310127816584.0,4671,658283.7983184120,7835,1,140765489,182267784.0,8
1694400,7835,16310127816584.0,4671,630088.6814403200,7835,1,140765489,182268595.0,8
1694400,7835,16310127816584.0,4671,626981.8392575650,7835,1,140765489,182269520.0,8
1694400,7835,16310127816584.0,4671,625106.6986443290,7835,1,140765489,182270331.0,8
1694401,7836,16311672259236.0,4671,1208743.5186510100,7836,1,140837988,182276418.0,8
